,ngram,qty
225,que_llevaba_calado,1
226,llevaba_calado_hasta,1
227,calado_hasta_las,1
228,hasta_las_cejas,1
229,las_cejas_por,1
230,cejas_por_temor,1
231,por_temor_a,1
232,temor_a_que,1
233,a_que_los,2
234,que_los_zarandeos,1
235,los_zarandeos_de,1
236,zarandeos_de_la,1
237,de_la_trotada,1
238,la_trotada_se,1
239,trotada_se_lo,1
240,se_lo_hiciesen,1
241,lo_hiciesen_saltar,1
242,hiciesen_saltar_al,1
243,saltar_al_suelo,1
244,al_suelo_que,1
245,suelo_que_seria,1
246,que_seria_el,1
247,seria_el_mayor,1
248,el_mayor_compromiso,1
249,mayor_compromiso_del,1
250,compromiso_del_mundo,1
251,del_mundo_bajo,1
252,mundo_bajo_el,1
253,bajo_el_cuello,1
254,el_cuello_del,1
255,cuello_del_desairado,1
256,del_desairado_levitin,1
257,desairado_levitin_asomaba,1
258,levitin_asomaba_un,1
259,asomaba_un_dedo,1
260,un_dedo_de,2
261,dedo_de_alzacuello,1
262,de_alzacuello_bordado,1
263,alzacuello_bordado_de,1
264,bordado_de_cuentas,1
265,de_cuentas_de,1
266,cuentas_de_abalorio,1
267,de_abalorio_demostraba,1
268,abalorio_demostraba_el,1
269,demostraba_el_jinete,1
270,el_jinete_escasa,1
271,jinete_escasa_maestria,1
272,escasa_maestria_hipica,1
273,maestria_hipica_inclinado,1
274,hipica_inclinado_sobre,1
275,inclinado_sobre_el,1
276,sobre_el_arzon,1
277,el_arzon_con,1
278,arzon_con_las,1
279,con_las_piernas,1
280,las_piernas_encogidas,1
281,piernas_encogidas_y,1
282,encogidas_y_a,1
283,y_a_dos,1
284,a_dos_dedos,2
285,dos_dedos_de,3
286,dedos_de_salir,1
287,de_salir_despedido,1
288,salir_despedido_por,1
289,despedido_por_las,1
290,por_las_orejas,1
291,las_orejas_leiase,1
292,orejas_leiase_en,1
293,leiase_en_su,1
294,en_su_rostro,3
295,su_rostro_tanto,1
296,rostro_tanto_miedo,1
297,tanto_miedo_al,1
298,miedo_al_cuartago,1
299,al_cuartago_como,1
300,cuartago_como_si,1
301,como_si_fuese,4
302,si_fuese_algun,1
303,fuese_algun_corcel,1
304,algun_corcel_indomito,1
305,corcel_indomito_rebosando,1
306,indomito_rebosando_fiereza,1
307,rebosando_fiereza_y,1
308,fiereza_y_briosal,1
309,y_briosal_acabarse,1
310,briosal_acabarse_el,1
311,acabarse_el_repecho,1
312,el_repecho_volvio,1
313,repecho_volvio_el,1
314,volvio_el_jaco,1
315,el_jaco_a,1
316,jaco_a_la,1
317,a_la_sosegada,1
318,la_sosegada_andadura,1
319,sosegada_andadura_habitual,1
320,andadura_habitual_y,1
321,habitual_y_pudo,1
322,y_pudo_el,1
323,pudo_el_jinete,1
324,el_jinete_enderezarse,1
325,jinete_enderezarse_sobre,1
326,enderezarse_sobre_el,1
327,sobre_el_aparejo,1
328,el_aparejo_redondo,1
329,aparejo_redondo_cuya,1
330,redondo_cuya_anchura,1
331,cuya_anchura_inconmensurable,1
332,anchura_inconmensurable_le,1
333,inconmensurable_le_habia,1
334,le_habia_descoyuntado,1
335,habia_descoyuntado_los,1
336,descoyuntado_los_huesos,1
337,los_huesos_todos,1
338,huesos_todos_de,1
339,todos_de_la,2
340,de_la_region,1
341,la_region_sacroiliaca,1
342,region_sacroiliaca_respiro,1
343,sacroiliaca_respiro_quitose,1
344,respiro_quitose_el,1
345,quitose_el_sombrero,1
346,el_sombrero_y,2
347,sombrero_y_recibio,1
348,y_recibio_en,1
349,recibio_en_la,1
350,en_la_frente,3
351,la_frente_sudorosa,2
352,frente_sudorosa_el,1
353,sudorosa_el_aire,1
354,el_aire_frio,1
355,aire_frio_de,1
356,frio_de_la,1
357,de_la_tarde,3
358,la_tarde_caian,1
359,tarde_caian_ya,1
360,caian_ya_oblicuamente,1
361,ya_oblicuamente_los,1
362,oblicuamente_los_rayos,1
363,los_rayos_del,1
364,rayos_del_sol,1
365,del_sol_en,1
366,sol_en_los,1
367,en_los_zarzales,1
368,los_zarzales_y,1
369,zarzales_y_setos,1
370,y_setos_y,1
371,setos_y_un,1
372,y_un_peon,1
373,un_peon_caminero,1
374,peon_caminero_en,1
375,caminero_en_mangas,1
376,en_mangas_de,2
377,mangas_de_camisa,2
378,de_camisa_pues,1
379,camisa_pues_tenia,1
380,pues_tenia_su,1
381,tenia_su_chaqueta,1
382,su_chaqueta_colocada,1
383,chaqueta_colocada_sobre,1
384,colocada_sobre_un,1
385,sobre_un_mojon,1
386,un_mojon_de,1
387,mojon_de_granito,1
388,de_granito_daba,1
389,granito_daba_languidos,1
390,daba_languidos_azadonazos,1
391,languidos_azadonazos_en,1
392,azadonazos_en_las,1
393,en_las_hierbecillas,1
394,las_hierbecillas_nacidas,1
395,hierbecillas_nacidas_al,1
396,nacidas_al_borde,1
397,al_borde_de,3
398,borde_de_la,1
399,de_la_cuneta,1
400,la_cuneta_tiro,1
401,cuneta_tiro_el,1
402,tiro_el_jinete,1
403,el_jinete_del,1
404,jinete_del_ramal,1
405,del_ramal_para,1
406,ramal_para_detener,1
407,para_detener_a,1
408,detener_a_su,1
409,a_su_cabalgadura,1
410,su_cabalgadura_y,2
411,cabalgadura_y_esta,1
412,y_esta_que,1
413,esta_que_se,1
414,que_se_habia,7
415,se_habia_dejado,1
416,habia_dejado_en,1
417,dejado_en_la,1
418,en_la_cuesta,1
419,la_cuesta_abajo,1
420,cuesta_abajo_las,1
421,abajo_las_ganas,1
422,las_ganas_de,1
423,ganas_de_trotar,1
424,de_trotar_paro,1
425,trotar_paro_inmediatamente,1
426,paro_inmediatamente_el,1
427,inmediatamente_el_peon,1
428,el_peon_alzo,1
429,peon_alzo_la,1
430,alzo_la_cabeza,2
431,la_cabeza_y,6
432,cabeza_y_la,1
433,y_la_placa,1
434,la_placa_dorada,1
435,placa_dorada_de,1
436,dorada_de_su,1
437,de_su_sombrero,1
438,su_sombrero_relucio,1
439,sombrero_relucio_un,1
440,relucio_un_instantetendra,1
441,un_instantetendra_usted,1
442,instantetendra_usted_la,1
443,usted_la_bondad,2
444,la_bondad_de,2
445,bondad_de_decirme,1
446,de_decirme_si,1
447,decirme_si_falta,1
448,si_falta_mucho,1
449,falta_mucho_para,1
450,mucho_para_la,1
451,para_la_casa,2
452,la_casa_del,3
453,casa_del_senor,2
454,del_senor_marques,2
455,senor_marques_de,4
456,marques_de_ulloapara,1
457,de_ulloapara_los,1
458,ulloapara_los_pazos,1
459,los_pazos_de,16
460,pazos_de_ulloa,16
461,de_ulloa_contesto,1
462,ulloa_contesto_el,1
463,contesto_el_peon,1
464,el_peon_repitiendo,1
465,peon_repitiendo_la,1
466,repitiendo_la_preguntaeso,1
467,la_preguntaeso_eslos,1
468,preguntaeso_eslos_pazos,1
469,eslos_pazos_de,1
470,de_ulloa_estan,1
471,ulloa_estan_alli,1
472,estan_alli_murmuro,1
473,alli_murmuro_extendiendo,1
474,murmuro_extendiendo_la,1
475,extendiendo_la_mano,1
476,la_mano_para,2
477,mano_para_senalar,1
478,para_senalar_a,1
479,senalar_a_un,1
480,a_un_punto,1
481,un_punto_en,1
482,punto_en_el,1
483,en_el_horizonte,2
484,el_horizonte_si,1
485,horizonte_si_la,1
486,si_la_bestia,1
487,la_bestia_anda,1
488,bestia_anda_bien,1
489,anda_bien_el,1
490,bien_el_camino,1
491,el_camino_que,2
492,camino_que_queda,1
493,que_queda_pronto,1
494,queda_pronto_se,1
495,pronto_se_pasa,1
496,se_pasa_ahora,1
497,pasa_ahora_tiene,1
498,ahora_tiene_que,1
499,tiene_que_seguir,1
500,que_seguir_hasta,1
501,seguir_hasta_aquel,1
502,hasta_aquel_pinar,1
503,aquel_pinar_ve,1
504,pinar_ve_y,1
505,ve_y_luego,1
506,y_luego_le,2
507,luego_le_cumple,2
508,le_cumple_torcer,1
509,cumple_torcer_a,1
510,torcer_a_mano,1
511,a_mano_izquierda,1
512,mano_izquierda_y,2
513,izquierda_y_luego,1
514,le_cumple_bajar,1
515,cumple_bajar_a,1
516,bajar_a_mano,1
517,a_mano_derecha,1
518,mano_derecha_por,1
519,derecha_por_un,1
520,por_un_atajito,1
521,un_atajito_hasta,1
522,atajito_hasta_el,1
523,hasta_el_crucero,1
524,el_crucero_en,2
525,crucero_en_el,1
526,en_el_crucero,2
527,el_crucero_ya,1
528,crucero_ya_no,1
529,ya_no_tiene,1
530,no_tiene_perdida,1
531,tiene_perdida_porque,1
532,perdida_porque_se,1
533,porque_se_ven,1
534,se_ven_los,1
535,ven_los_pazos,1
536,los_pazos_una,1
537,pazos_una_costrucion,1
538,una_costrucion_muy,1
539,costrucion_muy_grandisimapero,1
540,muy_grandisimapero_como,1
541,grandisimapero_como_cuanto,1
542,como_cuanto_faltara,1
543,cuanto_faltara_pregunto,1
544,faltara_pregunto_con,1
545,pregunto_con_inquietud,1
546,con_inquietud_el,1
547,inquietud_el_clerigomeneo,1
548,el_clerigomeneo_el,1
549,clerigomeneo_el_peon,1
550,el_peon_la,1
551,peon_la_tostada,1
552,la_tostada_cabezaun,1
553,tostada_cabezaun_bocadito,1
554,cabezaun_bocadito_un,1
555,bocadito_un_bocaditoy,1
556,un_bocaditoy_sin,1
557,bocaditoy_sin_mas,1
558,sin_mas_explicaciones,1
559,mas_explicaciones_emprendio,1
560,explicaciones_emprendio_otra,1
561,emprendio_otra_vez,1
562,otra_vez_su,2
563,vez_su_desmayada,1
564,su_desmayada_faena,1
565,desmayada_faena_manejando,1
566,faena_manejando_el,1
567,manejando_el_azadon,1
568,el_azadon_lo,1
569,azadon_lo_mismo,1
570,lo_mismo_que,16
571,mismo_que_si,5
572,que_si_pesase,1
573,si_pesase_cuatro,1
574,pesase_cuatro_arrobasse,1
575,cuatro_arrobasse_resigno,1
576,arrobasse_resigno_el,1
577,resigno_el_viajero,1
578,el_viajero_a,1
579,viajero_a_continuar,1
580,a_continuar_ignorando,1
581,continuar_ignorando_las,1
582,ignorando_las_leguas,1
583,las_leguas_de,1
584,leguas_de_que,1
585,de_que_se,8
586,que_se_compone,1
587,se_compone_un,1
588,compone_un_bocadito,1
589,un_bocadito_y,1
590,bocadito_y_taloneo,1
591,y_taloneo_al,1
592,taloneo_al_rocin,1
593,al_rocin_el,1
594,rocin_el_pinar,1
595,el_pinar_no,1
596,pinar_no_estaba,1
597,no_estaba_muy,1
598,estaba_muy_distante,1
599,muy_distante_y,1
600,distante_y_por,1
601,y_por_el,3
602,por_el_centro,1
603,el_centro_de,3
604,centro_de_su,1
605,de_su_sombria,1
606,su_sombria_masa,1
607,sombria_masa_serpeaba,1
608,masa_serpeaba_una,1
609,serpeaba_una_trocha,1
610,una_trocha_angostisima,1
611,trocha_angostisima_en,1
612,angostisima_en_la,1
613,en_la_cual,2
614,la_cual_se,3
615,cual_se_colaron,1
616,se_colaron_montura,1
617,colaron_montura_y,1
618,montura_y_jinete,1
619,y_jinete_el,1
620,jinete_el_sendero,1
621,el_sendero_sepultado,1
622,sendero_sepultado_en,1
623,sepultado_en_las,1
624,en_las_oscuras,1
625,las_oscuras_profundidades,1
626,oscuras_profundidades_del,1
627,profundidades_del_pinar,1
628,del_pinar_era,1
629,pinar_era_casi,1
630,era_casi_impracticable,1
631,casi_impracticable_pero,1
632,impracticable_pero_el,1
633,pero_el_jaco,1
634,el_jaco_que,1
635,jaco_que_no,1
636,que_no_desmentia,1
637,no_desmentia_las,1
638,desmentia_las_aptitudes,1
639,las_aptitudes_especiales,1
640,aptitudes_especiales_de,1
641,especiales_de_la,1
642,de_la_raza,1
643,la_raza_caballar,1
644,raza_caballar_gallega,1
645,caballar_gallega_para,1
646,gallega_para_andar,1
647,para_andar_por,1
648,andar_por_mal,1
649,por_mal_piso,1
650,mal_piso_avanzaba,1
651,piso_avanzaba_con,1
652,avanzaba_con_suma,1
653,con_suma_precaucion,1
654,suma_precaucion_cabizbajo,1
655,precaucion_cabizbajo_tanteando,1
656,cabizbajo_tanteando_con,1
657,tanteando_con_el,1
658,con_el_casco,1
659,el_casco_para,1
660,casco_para_sortear,1
661,para_sortear_cautelosamente,1
662,sortear_cautelosamente_las,1
663,cautelosamente_las_zanjas,1
664,las_zanjas_producidas,1
665,zanjas_producidas_por,1
666,producidas_por_la,1
667,por_la_llanta,1
668,la_llanta_de,1
669,llanta_de_los,1
670,de_los_carros,1
671,los_carros_los,1
672,carros_los_pedruscos,1
673,los_pedruscos_los,1
674,pedruscos_los_troncos,1
675,los_troncos_de,1
676,troncos_de_pino,1
677,de_pino_cortados,1
678,pino_cortados_y,1
679,cortados_y_atravesados,1
680,y_atravesados_donde,1
681,atravesados_donde_hacian,1
682,donde_hacian_menos,1
683,hacian_menos_falta,1
684,menos_falta_adelantaban,1
685,falta_adelantaban_poco,1
686,adelantaban_poco_a,1
687,poco_a_poco,8
688,a_poco_y,1
689,poco_y_ya,1
690,y_ya_salian,1
691,ya_salian_de,1
692,salian_de_las,1
693,de_las_estrecheces,1
694,las_estrecheces_a,1
695,estrecheces_a_senda,1
696,a_senda_mas,1
697,senda_mas_desahogada,1
698,mas_desahogada_abierta,1
699,desahogada_abierta_entre,1
700,abierta_entre_pinos,1
701,entre_pinos_nuevos,1
702,pinos_nuevos_y,1
703,nuevos_y_montes,1
704,y_montes_poblados,1
705,montes_poblados_de,1
706,poblados_de_aliaga,1
707,de_aliaga_sin,1
708,aliaga_sin_haber,1
709,sin_haber_tropezado,1
710,haber_tropezado_con,1
711,tropezado_con_una,1
712,con_una_sola,1
713,una_sola_heredad,1
714,sola_heredad_labradia,1
715,heredad_labradia_un,1
716,labradia_un_plantio,1
717,un_plantio_de,1
718,plantio_de_coles,1
719,de_coles_que,1
720,coles_que_revelase,1
721,que_revelase_la,1
722,revelase_la_vida,1
723,la_vida_humana,1
724,vida_humana_de,1
725,humana_de_pronto,1
726,de_pronto_los,1
727,pronto_los_cascos,1
728,los_cascos_del,1
729,cascos_del_caballo,1
730,del_caballo_cesaron,1
731,caballo_cesaron_de,1
732,cesaron_de_resonar,1
733,de_resonar_y,1
734,resonar_y_se,1
735,y_se_hundieron,1
736,se_hundieron_en,1
737,hundieron_en_blanda,1
738,en_blanda_alfombra,1
739,blanda_alfombra_era,1
740,alfombra_era_una,1
741,era_una_camada,1
742,una_camada_de,1
743,camada_de_estiercol,1
744,de_estiercol_vegetal,1
745,estiercol_vegetal_tendida,1
746,vegetal_tendida_segun,1
747,tendida_segun_costumbre,1
748,segun_costumbre_del,1
749,costumbre_del_pais,1
750,del_pais_ante,1
751,pais_ante_la,1
752,ante_la_casucha,1
753,la_casucha_de,1
754,casucha_de_un,1
755,de_un_labrador,1
756,un_labrador_a,1
757,labrador_a_la,1
758,a_la_puerta,11
759,la_puerta_una,1
760,puerta_una_mujer,1
761,una_mujer_daba,1
762,mujer_daba_de,1
763,daba_de_mamar,1
764,de_mamar_a,1
765,mamar_a_una,1
766,a_una_criatura,1
767,una_criatura_el,1
768,criatura_el_jinete,1
769,el_jinete_se,1
770,jinete_se_detuvosenora,1
771,se_detuvosenora_sabe,1
772,detuvosenora_sabe_si,1
773,sabe_si_voy,1
774,si_voy_bien,2
775,voy_bien_para,2
776,bien_para_la,1
777,casa_del_marques,1
778,del_marques_de,3
779,marques_de_ulloava,1
780,de_ulloava_bien,1
781,ulloava_bien_vay,1
782,bien_vay_falta,1
783,vay_falta_muchoenarcamiento,1
784,falta_muchoenarcamiento_de,1
785,muchoenarcamiento_de_cejas,1
786,de_cejas_mirada,1
787,cejas_mirada_entre,1
788,mirada_entre_apatica,1
789,entre_apatica_y,1
790,apatica_y_curiosa,1
791,y_curiosa_respuesta,1
792,curiosa_respuesta_ambigua,1
793,respuesta_ambigua_en,1
794,ambigua_en_dialectola,1
795,en_dialectola_carrerita,1
796,dialectola_carrerita_de,1
797,carrerita_de_un,1
798,de_un_canestamos,1
799,un_canestamos_frescos,1
800,canestamos_frescos_penso,1
801,frescos_penso_el,1
802,penso_el_viajero,1
803,el_viajero_que,1
804,viajero_que_si,1
805,que_si_no,4
806,si_no_acertaba,1
807,no_acertaba_a,3
808,acertaba_a_calcular,1
809,a_calcular_lo,1
810,calcular_lo_que,1
811,lo_que_anda,1
812,que_anda_un,1
813,anda_un_can,1
814,un_can_en,1
815,can_en_una,1
816,en_una_carrera,1
817,una_carrera_barruntaba,1
818,carrera_barruntaba_que,1
819,barruntaba_que_debe,1
820,que_debe_ser,3
821,debe_ser_bastante,1
822,ser_bastante_para,1
823,bastante_para_un,1
824,para_un_caballo,1
825,un_caballo_en,1
826,caballo_en_fin,1
827,en_fin_en,1
828,fin_en_llegando,1
829,en_llegando_al,1
830,llegando_al_crucero,1
831,al_crucero_veria,1
832,crucero_veria_los,1
833,veria_los_pazos,1
834,de_ulloa_todo,1
835,ulloa_todo_se,1
836,todo_se_le,6
837,se_le_volvia,2
838,le_volvia_buscar,1
839,volvia_buscar_el,1
840,buscar_el_atajo,1
841,el_atajo_a,1
842,atajo_a_la,1
843,a_la_derecha,2
844,la_derecha_ni,1
845,derecha_ni_senales,1
846,ni_senales_la,1
847,senales_la_vereda,1
848,la_vereda_ensanchandose,1
849,vereda_ensanchandose_se,1
850,ensanchandose_se_internaba,1
851,se_internaba_por,1
852,internaba_por_tierra,1
853,por_tierra_montanosa,1
854,tierra_montanosa_salpicada,1
855,montanosa_salpicada_de,1
856,salpicada_de_manchones,1
857,de_manchones_de,1
858,manchones_de_robledal,1
859,de_robledal_y,1
860,robledal_y_algun,1
861,y_algun_que,1
862,algun_que_otro,1
863,que_otro_castano,1
864,otro_castano_todavia,1
865,castano_todavia_cargado,1
866,todavia_cargado_de,1
867,cargado_de_fruta,1
868,de_fruta_a,1
869,fruta_a_derecha,1
870,a_derecha_e,2
871,derecha_e_izquierda,2
872,e_izquierda_matorrales,1
873,izquierda_matorrales_de,1
874,matorrales_de_brezo,1
875,de_brezo_crecian,1
876,brezo_crecian_desparramados,1
877,crecian_desparramados_y,1
878,desparramados_y_oscuros,1
879,y_oscuros_experimentaba,1
880,oscuros_experimentaba_el,1
881,experimentaba_el_jinete,1
882,el_jinete_indefinible,1
883,jinete_indefinible_malestar,1
884,indefinible_malestar_disculpable,1
885,malestar_disculpable_en,1
886,disculpable_en_quien,1
887,en_quien_nacido,1
888,quien_nacido_y,1
889,nacido_y_criado,1
890,y_criado_en,1
891,criado_en_un,1
892,en_un_pueblo,3
893,un_pueblo_tranquilo,1
894,pueblo_tranquilo_y,1
895,tranquilo_y_sonoliento,1
896,y_sonoliento_se,1
897,sonoliento_se_halla,1
898,se_halla_por,1
899,halla_por_vez,1
900,por_vez_primera,3
901,vez_primera_frente,1
902,primera_frente_a,1
903,frente_a_frente,3
904,a_frente_con,2
905,frente_con_la,1
906,con_la_ruda,1
907,la_ruda_y,1
908,ruda_y_majestuosa,1
909,y_majestuosa_soledad,1
910,majestuosa_soledad_de,1
911,soledad_de_la,1
912,de_la_naturaleza,5
913,la_naturaleza_y,2
914,naturaleza_y_recuerda,1
915,y_recuerda_historias,1
916,recuerda_historias_de,1
917,historias_de_viajeros,1
918,de_viajeros_robados,1
919,viajeros_robados_de,1
920,robados_de_gentes,1
921,de_gentes_asesinadas,1
922,gentes_asesinadas_en,1
923,asesinadas_en_sitios,1
924,en_sitios_desiertosque,1
925,sitios_desiertosque_pais,1
926,desiertosque_pais_de,1
927,pais_de_lobos,2
928,de_lobos_dijo,1
929,lobos_dijo_para,1
930,dijo_para_si,1
931,para_si_tetricamente,1
932,si_tetricamente_impresionadoalegrosele,1
933,tetricamente_impresionadoalegrosele_el,1
934,impresionadoalegrosele_el_alma,1
935,el_alma_con,1
936,alma_con_la,1
937,con_la_vista,3
938,la_vista_del,1
939,vista_del_atajo,1
940,del_atajo_que,1
941,atajo_que_a,1
942,que_a_su,2
943,a_su_derecha,2
944,su_derecha_se,1
945,derecha_se_columbraba,1
946,se_columbraba_estrecho,1
947,columbraba_estrecho_y,1
948,estrecho_y_pendiente,1
949,y_pendiente_entre,1
950,pendiente_entre_un,1
951,entre_un_doble,1
952,un_doble_vallado,1
953,doble_vallado_de,1
954,vallado_de_piedra,1
955,de_piedra_limite,1
956,piedra_limite_de,1
957,limite_de_dos,1
958,de_dos_montes,1
959,dos_montes_bajaba,1
960,montes_bajaba_fiandose,1
961,bajaba_fiandose_en,1
962,fiandose_en_la,1
963,en_la_mana,1
964,la_mana_del,1
965,mana_del_jaco,1
966,del_jaco_para,1
967,jaco_para_evitar,1
968,para_evitar_tropezones,1
969,evitar_tropezones_cuando,1
970,tropezones_cuando_diviso,1
971,cuando_diviso_casi,1
972,diviso_casi_al,1
973,casi_al_alcance,1
974,al_alcance_de,3
975,alcance_de_su,2
976,de_su_mano,2
977,su_mano_algo,1
978,mano_algo_que,1
979,algo_que_le,3
980,que_le_hizo,1
981,le_hizo_estremecerse,1
982,hizo_estremecerse_una,1
983,estremecerse_una_cruz,1
984,una_cruz_de,1
985,cruz_de_madera,2
986,de_madera_pintada,1
987,madera_pintada_de,1
988,pintada_de_negro,1
989,de_negro_con,1
990,negro_con_filetes,1
991,con_filetes_blancos,1
992,filetes_blancos_medio,1
993,blancos_medio_caida,1
994,medio_caida_ya,1
995,caida_ya_sobre,1
996,ya_sobre_el,1
997,sobre_el_murallon,1
998,el_murallon_que,1
999,murallon_que_la,1
1000,que_la_sustentaba,1
1001,la_sustentaba_el,1
1002,sustentaba_el_clerigo,1
1003,el_clerigo_sabia,1
1004,clerigo_sabia_que,1
1005,sabia_que_estas,1
1006,que_estas_cruces,1
1007,estas_cruces_senalan,1
1008,cruces_senalan_el,1
1009,senalan_el_lugar,1
